id,checking,credit_usage,credit_history,purpose,current_balance,savings,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
949,no checking,18,existing paid,furniture/equipment,1533,x<100,x<1,4,male mar/wid,co applicant,1,life insurance,43,none,own,1,unskilled resident,2,none,yes,bad
950,no checking,24,existing paid,radio/tv,3621,100<=x<500,x>=7,2,male single,none,4,car,31,none,own,2,skilled,1,none,yes,bad
951,0<=x<200,18,critical/other existing credit,business,3590,x<100,unemployed,3,male mar/wid,none,3,car,40,none,own,3,unemp/unskilled non res,2,yes,yes,good
952,x<0,36,delayed previously,business,2145,x<100,4<=x<7,2,male single,none,1,car,24,none,own,2,skilled,1,yes,yes,bad
953,0<=x<200,24,existing paid,used car,4113,500<=x<1000,x<1,3,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,none,yes,bad
954,no checking,36,existing paid,furniture/equipment,10974,x<100,unemployed,4,female div/dep/mar,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
955,x<0,12,existing paid,new car,1893,x<100,1<=x<4,4,female div/dep/mar,guarantor,4,life insurance,29,none,own,1,skilled,1,yes,yes,good
956,x<0,24,critical/other existing credit,radio/tv,1231,x>=1000,x>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,good
957,x>=200,30,critical/other existing credit,radio/tv,3656,no known savings,x>=7,4,male single,none,4,life insurance,49,stores,own,2,unskilled resident,1,none,yes,good
958,0<=x<200,9,critical/other existing credit,radio/tv,1154,x<100,x>=7,2,male single,none,4,real estate,37,none,own,3,unskilled resident,1,none,yes,good
959,x<0,28,existing paid,new car,4006,x<100,1<=x<4,3,male single,none,2,car,45,none,own,1,unskilled resident,1,none,yes,bad
960,0<=x<200,24,existing paid,furniture/equipment,3069,100<=x<500,x>=7,4,male single,none,4,no known property,30,none,for free,1,skilled,1,none,yes,good
961,no checking,6,critical/other existing credit,radio/tv,1740,x<100,x>=7,2,male mar/wid,none,2,real estate,30,none,rent,2,skilled,1,none,yes,good
962,0<=x<200,21,delayed previously,new car,2353,x<100,1<=x<4,1,male div/sep,none,4,life insurance,47,none,own,2,skilled,1,none,yes,good
963,no checking,15,existing paid,new car,3556,no known savings,1<=x<4,3,male single,none,2,no known property,29,none,own,1,skilled,1,none,yes,good
964,no checking,24,existing paid,radio/tv,2397,500<=x<1000,x>=7,3,male single,none,2,car,35,bank,own,2,skilled,1,yes,yes,bad
965,0<=x<200,6,existing paid,repairs,454,x<100,x<1,3,male mar/wid,none,1,life insurance,22,none,own,1,unskilled resident,1,none,yes,good
966,0<=x<200,30,existing paid,radio/tv,1715,no known savings,1<=x<4,4,female div/dep/mar,none,1,car,26,none,own,1,skilled,1,none,yes,good
967,0<=x<200,27,critical/other existing credit,radio/tv,2520,500<=x<1000,1<=x<4,4,male single,none,2,life insurance,23,none,own,2,unskilled resident,1,none,yes,bad
968,no checking,15,existing paid,radio/tv,3568,x<100,x>=7,4,female div/dep/mar,none,2,car,54,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
969,no checking,42,existing paid,radio/tv,7166,no known savings,4<=x<7,2,male mar/wid,none,4,life insurance,29,none,rent,1,skilled,1,yes,yes,good
970,x<0,11,critical/other existing credit,new car,3939,x<100,1<=x<4,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes,good
971,0<=x<200,15,existing paid,repairs,1514,100<=x<500,1<=x<4,4,male single,guarantor,2,real estate,22,none,own,1,skilled,1,none,yes,good
972,no checking,24,existing paid,new car,7393,x<100,1<=x<4,1,male single,none,4,life insurance,43,none,own,1,unskilled resident,2,none,yes,good
973,x<0,24,all paid,new car,1193,x<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,29,none,rent,2,unemp/unskilled non res,1,none,yes,bad
974,x<0,60,existing paid,business,7297,x<100,x>=7,4,male single,co applicant,4,no known property,36,none,rent,1,skilled,1,none,yes,bad
975,no checking,30,critical/other existing credit,radio/tv,2831,x<100,1<=x<4,4,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,yes,yes,good
976,x>=200,24,existing paid,radio/tv,1258,500<=x<1000,1<=x<4,3,female div/dep/mar,none,3,car,57,none,own,1,unskilled resident,1,none,yes,good
977,0<=x<200,6,existing paid,radio/tv,753,x<100,1<=x<4,2,female div/dep/mar,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes,good
978,0<=x<200,18,delayed previously,business,2427,no known savings,x>=7,4,male single,none,2,life insurance,42,none,own,2,skilled,1,none,yes,good
979,no checking,24,delayed previously,new car,2538,x<100,x>=7,4,male single,none,4,car,47,none,own,2,unskilled resident,2,none,yes,bad
980,0<=x<200,15,all paid,new car,1264,100<=x<500,1<=x<4,2,male mar/wid,none,2,life insurance,25,none,rent,1,skilled,1,none,yes,bad
981,0<=x<200,30,critical/other existing credit,furniture/equipment,8386,x<100,4<=x<7,2,male single,none,2,life insurance,49,none,own,1,skilled,1,none,yes,bad
982,no checking,48,existing paid,business,4844,x<100,unemployed,3,male single,none,2,car,33,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
983,x>=200,21,existing paid,new car,2923,100<=x<500,1<=x<4,1,female div/dep/mar,none,1,car,28,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
984,x<0,36,existing paid,used car,8229,x<100,1<=x<4,2,male single,none,2,life insurance,26,none,own,1,skilled,2,none,yes,bad
985,no checking,24,critical/other existing credit,furniture/equipment,2028,x<100,4<=x<7,2,male single,none,2,life insurance,30,none,own,2,unskilled resident,1,none,yes,good
986,x<0,15,critical/other existing credit,furniture/equipment,1433,x<100,1<=x<4,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,good
987,x>=200,42,no credits/all paid,business,6289,x<100,x<1,2,male div/sep,none,1,life insurance,33,none,own,2,skilled,1,none,yes,good
988,no checking,13,existing paid,radio/tv,1409,100<=x<500,unemployed,2,female div/dep/mar,none,4,real estate,64,none,own,1,skilled,1,none,yes,good
989,x<0,24,existing paid,used car,6579,x<100,unemployed,4,male single,none,2,no known property,29,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
990,0<=x<200,24,critical/other existing credit,radio/tv,1743,x<100,x>=7,4,male single,none,2,life insurance,48,none,own,2,unskilled resident,1,none,yes,good
991,no checking,12,critical/other existing credit,education,3565,no known savings,x<1,2,male single,none,1,life insurance,37,none,own,2,unskilled resident,2,none,yes,good
992,no checking,15,all paid,radio/tv,1569,100<=x<500,x>=7,4,male single,none,4,car,34,bank,own,1,unskilled resident,2,none,yes,good
993,x<0,18,existing paid,radio/tv,1936,no known savings,4<=x<7,2,male mar/wid,none,4,car,23,none,rent,2,unskilled resident,1,none,yes,good
994,x<0,36,existing paid,furniture/equipment,3959,x<100,unemployed,4,male single,none,3,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
995,no checking,12,existing paid,new car,2390,no known savings,x>=7,4,male single,none,3,car,50,none,own,1,skilled,1,yes,yes,good
996,no checking,12,existing paid,furniture/equipment,1736,x<100,4<=x<7,3,female div/dep/mar,none,4,real estate,31,none,own,1,unskilled resident,1,none,yes,good
997,x<0,30,existing paid,used car,3857,x<100,1<=x<4,4,male div/sep,none,4,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
998,no checking,12,existing paid,radio/tv,804,x<100,x>=7,4,male single,none,4,car,38,none,own,1,skilled,1,none,yes,good
999,x<0,45,existing paid,radio/tv,1845,x<100,1<=x<4,4,male single,none,4,no known property,23,none,for free,1,skilled,1,yes,yes,bad
1000,0<=x<200,45,critical/other existing credit,used car,4576,100<=x<500,unemployed,3,male single,none,4,car,27,none,own,1,skilled,1,none,yes,good
